Fecha,resid
07/11/2003,1.0054886672790235
10/11/2003,1.0048024120224137
11/11/2003,1.0046743523867572
12/11/2003,1.00418158064249
13/11/2003,1.0046266438497764
14/11/2003,1.0049472368093952
17/11/2003,1.0044703859397832
18/11/2003,1.004635638059302
19/11/2003,1.0054166766451544
20/11/2003,1.0056829641062952
21/11/2003,1.0048120497809885
24/11/2003,1.0051625390876662
25/11/2003,1.0050074389349448
26/11/2003,1.006349066516576
27/11/2003,1.0058842955692655
28/11/2003,1.005816458353179
01/12/2003,1.005907691307202
02/12/2003,1.0054452025185299
03/12/2003,1.0054613274885127
04/12/2003,1.006459317787711
05/12/2003,1.0071741634713278
08/12/2003,1.0061903638186909
09/12/2003,1.0063922382665995
10/12/2003,1.006974967545372
11/12/2003,1.006705593510171
12/12/2003,1.0068790968880454
15/12/2003,1.0065722939282422
16/12/2003,1.0065893142207885
17/12/2003,1.0057234321444586
18/12/2003,1.004155990296537
19/12/2003,1.003250043614495
22/12/2003,1.0014167351814107
23/12/2003,1.0019146747238523
24/12/2003,1.002157853435075
25/12/2003,1.0031285354949522
26/12/2003,1.0045358482826332
29/12/2003,1.0057792672166577
30/12/2003,1.005167352259781
31/12/2003,1.0039801764280976
01/01/2004,1.0041542376355599
02/01/2004,1.0045448967102273
05/01/2004,1.004333992494785
06/01/2004,1.0036810275291648
07/01/2004,1.0039129746323612
08/01/2004,1.003400914793942
09/01/2004,1.0019647872879356
12/01/2004,1.0019822943141563
13/01/2004,1.0039164438795034
14/01/2004,1.0038603141915194
15/01/2004,1.0033614620402993
16/01/2004,1.0029252465639118
19/01/2004,1.0032326392454158
20/01/2004,1.0041621232109104
21/01/2004,1.0061259567464789
22/01/2004,1.009882014948728
23/01/2004,1.011448107375911
26/01/2004,1.0113680676410606
27/01/2004,1.0122690079430594
28/01/2004,1.0115122295533108
29/01/2004,1.015562985600744
30/01/2004,1.0158457868055693
02/02/2004,1.017551059469724
03/02/2004,1.0165442405914842
04/02/2004,1.0159400181353901
05/02/2004,1.0158998057061708
06/02/2004,1.0155672133148368
09/02/2004,1.0136295807813116
10/02/2004,1.0111110714948779
11/02/2004,1.0133728899085783
12/02/2004,1.013970197484053
13/02/2004,1.0131236444022484
16/02/2004,1.0102963422125655
17/02/2004,1.0090669509164552
18/02/2004,1.0087310818698663
19/02/2004,1.0086549182988
20/02/2004,1.010852082446419
23/02/2004,1.0108431764056833
24/02/2004,1.0106293873396084
25/02/2004,1.0114702823844166
26/02/2004,1.011590657372459
27/02/2004,1.011489828310692
01/03/2004,1.0114530585544754
02/03/2004,1.0117446235270127
03/03/2004,1.0126129905882963
04/03/2004,1.0123755046649694
05/03/2004,1.0126497329354016
08/03/2004,1.0128255236463108
09/03/2004,1.0104807083360747
10/03/2004,1.0098440323221154
11/03/2004,1.0095222774699342
12/03/2004,1.0084029676792807
15/03/2004,1.0073423909122092
16/03/2004,1.0074676528504878
17/03/2004,1.0088877393083635
18/03/2004,1.0094847530311857
19/03/2004,1.009250371121627
22/03/2004,1.009145360893229
23/03/2004,1.0086797940343222
24/03/2004,1.0092239070627091
25/03/2004,1.0110259386138778
26/03/2004,1.0113482637949696
29/03/2004,1.0106801375254162
30/03/2004,1.0096902301928579
31/03/2004,1.0087070615137532
01/04/2004,1.0079425826582278
02/04/2004,1.0070083342317604
05/04/2004,1.0068921795163126
06/04/2004,1.0075783850591378
07/04/2004,1.0090382378089304
08/04/2004,1.0082131848790903
09/04/2004,1.0072092625743392
12/04/2004,1.006462666275972
13/04/2004,1.006703138976883
14/04/2004,1.0081228269303295
15/04/2004,1.00863625042959
16/04/2004,1.0083777554789766
19/04/2004,1.0091621185160342
20/04/2004,1.0108593901180447
21/04/2004,1.0119543292948276
22/04/2004,1.0133317323411908
23/04/2004,1.0164039674818584
26/04/2004,1.0184933151221962
27/04/2004,1.0187126207127144
28/04/2004,1.0178148059961982
29/04/2004,1.0188114690796872
30/04/2004,1.0179377306774737
03/05/2004,1.018262508291227
04/05/2004,1.0169047995106002
05/05/2004,1.017020728923881
06/05/2004,1.017472962991683
07/05/2004,1.0197623857463016
10/05/2004,1.021153536004412
11/05/2004,1.0201367527753331
12/05/2004,1.020311488423404
13/05/2004,1.0209051552874355
14/05/2004,1.0204483674822946
17/05/2004,1.0207412924518995
18/05/2004,1.0207420278177395
19/05/2004,1.0211259084013766
20/05/2004,1.0234542739867987
21/05/2004,1.022423065783865
24/05/2004,1.0251053344558576
25/05/2004,1.0247944015092405
26/05/2004,1.024357564629861
27/05/2004,1.0244669451743065
28/05/2004,1.0239697809669936
31/05/2004,1.022480820433735
01/06/2004,1.0217905547269137
02/06/2004,1.020562599726734
03/06/2004,1.0207825373981407
04/06/2004,1.0207837335952747
07/06/2004,1.020515247734423
08/06/2004,1.019829267198811
09/06/2004,1.019773170683113
10/06/2004,1.0211072512646924
11/06/2004,1.0203896065585107
14/06/2004,1.0207208734201065
15/06/2004,1.0194639630990807
16/06/2004,1.01863585608259
17/06/2004,1.0190358995686837
18/06/2004,1.0192248480050157
21/06/2004,1.020970179967083
22/06/2004,1.0215356075036883
23/06/2004,1.0212883119120109
24/06/2004,1.0223056643790391
25/06/2004,1.0223384227754946
28/06/2004,1.022513075618823
29/06/2004,1.0225392240687963
30/06/2004,1.0231072670904304
01/07/2004,1.0235383890880794
02/07/2004,1.0232408879408614
05/07/2004,1.0218867658828967
06/07/2004,1.0211176851483676
07/07/2004,1.019620975768808
08/07/2004,1.0186873201477258
09/07/2004,1.0180148009104393
12/07/2004,1.0149315875131482
13/07/2004,1.012361480501299
14/07/2004,1.0138127770298857
15/07/2004,1.012977365534234
16/07/2004,1.0125905781014883
19/07/2004,1.0087570825510106
20/07/2004,1.0073449096344167
21/07/2004,1.0091885878306364
22/07/2004,1.0086669036779405
23/07/2004,1.0082930821741882
26/07/2004,1.0095876323200441
27/07/2004,1.011070014465511
28/07/2004,1.0112588947937533
29/07/2004,1.0111072047036491
30/07/2004,1.0108491827751525
02/08/2004,1.0095890472471465
03/08/2004,1.0073938678092107
04/08/2004,1.0099656351987745
05/08/2004,1.0092498345502166
06/08/2004,1.0082315546195435
09/08/2004,1.0065002290906682
10/08/2004,1.0059849896212616
11/08/2004,1.0050285217274884
12/08/2004,1.0064292169199671
13/08/2004,1.0069363004556373
16/08/2004,1.0063137120913743
17/08/2004,1.0050041224626847
18/08/2004,0.9993075567211896
19/08/2004,0.9966670353843935
20/08/2004,0.9973516029561498
23/08/2004,0.9977052485726579
24/08/2004,0.9979910505171924
25/08/2004,0.9992234270199865
26/08/2004,0.9957911653375201
27/08/2004,0.9944384397038423
30/08/2004,0.9945009799602059
31/08/2004,0.9927053304833231
01/09/2004,0.9958211525863057
02/09/2004,0.9976792577488544
03/09/2004,0.9999748659458245
06/09/2004,0.9991148337431752
07/09/2004,0.9971647318058193
08/09/2004,0.9945410436433355
09/09/2004,0.9938947263851018
10/09/2004,0.9948475259825088
13/09/2004,0.9951970298213592
14/09/2004,0.9929763100328771
15/09/2004,0.9933949837424708
16/09/2004,0.9934750899175683
17/09/2004,0.993458226126503
20/09/2004,0.9933138386265915
21/09/2004,0.9933112406770201
22/09/2004,0.9938614856308551
23/09/2004,0.9925001326789671
24/09/2004,0.9926518541942982
27/09/2004,0.9933102203884576
28/09/2004,0.9919328629858775
29/09/2004,0.9912444703557802
30/09/2004,0.9899443540344638
01/10/2004,0.9894692400429196
04/10/2004,0.9900238513915717
05/10/2004,0.9895833327183894
06/10/2004,0.9889029175536124
07/10/2004,0.9862528407297616
08/10/2004,0.9862462795434945
11/10/2004,0.982725632347301
12/10/2004,0.9821244344508844
13/10/2004,0.9826934557795785
14/10/2004,0.985860964899109
15/10/2004,0.9836797874708343
18/10/2004,0.9809484281957601
19/10/2004,0.9819121593049831
20/10/2004,0.981579152679356
21/10/2004,0.9804809943784328
22/10/2004,0.9799758509523173
25/10/2004,0.9796023966825244
26/10/2004,0.9826397341744924
27/10/2004,0.9819973915055218
28/10/2004,0.9822914289373073
29/10/2004,0.9836861876786128
01/11/2004,0.9839413140650967
02/11/2004,0.9841327334225259
03/11/2004,0.9831145542741071
04/11/2004,0.9828637494057103
05/11/2004,0.9821674496825016
08/11/2004,0.9821613286225903
09/11/2004,0.9813228171584835
10/11/2004,0.979616213018283
11/11/2004,0.9809478893323703
12/11/2004,0.9800410901245142
15/11/2004,0.9811081519245146
16/11/2004,0.9800283133944977
17/11/2004,0.9818117332966502
18/11/2004,0.9834791276390051
19/11/2004,0.9843798417096953
22/11/2004,0.9847584268657715
23/11/2004,0.9841581770378478
24/11/2004,0.9832263585686254
25/11/2004,0.9826793463777069
26/11/2004,0.9825150590666198
29/11/2004,0.9814058067655168
30/11/2004,0.9817184827125568
01/12/2004,0.9809852488156505
02/12/2004,0.9811375348127195
03/12/2004,0.9809346649284756
06/12/2004,0.9799260170985914
07/12/2004,0.9806828731726156
08/12/2004,0.9813367610370806
09/12/2004,0.98150716276979
10/12/2004,0.9806758004555607
13/12/2004,0.978570344747446
14/12/2004,0.9768636674944745
15/12/2004,0.9738615304259642
16/12/2004,0.975956523412587
17/12/2004,0.9765257468223268
20/12/2004,0.9762282135809679
21/12/2004,0.9754059379626898
22/12/2004,0.9770870151923591
23/12/2004,0.9777549138130864
24/12/2004,0.9784079127843508
27/12/2004,0.9797617823546327
28/12/2004,0.9823067022547052
29/12/2004,0.9869752842415676
30/12/2004,0.9859901859176685
31/12/2004,0.9870402231651486
03/01/2005,0.9880867144623771
04/01/2005,0.9863503082628938
05/01/2005,0.9836871208538693
06/01/2005,0.9852694800271072
07/01/2005,0.9853820695059436
10/01/2005,0.9851151368519314
11/01/2005,0.9850370851046508
12/01/2005,0.9844423202167621
13/01/2005,0.9831304255362999
14/01/2005,0.9826052387253089
17/01/2005,0.9810396658228164
18/01/2005,0.9815096585727628
19/01/2005,0.9826375553077105
20/01/2005,0.9854846548226023
21/01/2005,0.9848792885202442
24/01/2005,0.9848026318098699
25/01/2005,0.9845012433362057
26/01/2005,0.9827330576460306
27/01/2005,0.9801229180719658
28/01/2005,0.9795327082167457
31/01/2005,0.982216018128078
01/02/2005,0.9826966154729676
02/02/2005,0.982512806546808
03/02/2005,0.9830158707455849
04/02/2005,0.9824890675727593
07/02/2005,0.9841451160938446
08/02/2005,0.983891464761476
09/02/2005,0.9835645350098088
10/02/2005,0.9848952474322483
11/02/2005,0.9843155364766437
14/02/2005,0.9836653786973433
15/02/2005,0.984030459088358
16/02/2005,0.9843806922057377
17/02/2005,0.9855731743066702
18/02/2005,0.9874748682014284
21/02/2005,0.9867435827086293
22/02/2005,0.9855889435239489
23/02/2005,0.9862891439515521
24/02/2005,0.985811219053951
25/02/2005,0.9867287758266249
28/02/2005,0.9864146579590989
01/03/2005,0.9866623274751101
02/03/2005,0.986815568442091
03/03/2005,0.9878697160919825
04/03/2005,0.9867340650256626
07/03/2005,0.9868053044220108
08/03/2005,0.9865836827491881
09/03/2005,0.9866559906709036
10/03/2005,0.9862440303099634
11/03/2005,0.9862080875732415
14/03/2005,0.985943193209888
15/03/2005,0.9866850511003127
16/03/2005,0.9886763193910131
17/03/2005,0.9879251401567123
18/03/2005,0.9885970192565642
21/03/2005,0.9882396295343028
22/03/2005,0.9885624542375716
23/03/2005,0.9889409799299705
24/03/2005,0.9890976106152832
25/03/2005,0.9895812266685621
28/03/2005,0.9905387205122904
29/03/2005,0.9904808276434617
30/03/2005,0.990976715008202
31/03/2005,0.9909290714725444
01/04/2005,0.9898539302479207
04/04/2005,0.989406611286867
05/04/2005,0.9895255640714249
06/04/2005,0.98924070102922
07/04/2005,0.989322738016767
08/04/2005,0.9907502066359521
11/04/2005,0.9902523730358853
12/04/2005,0.9904007607418642
13/04/2005,0.9893684847293455
14/04/2005,0.988992113085474
15/04/2005,0.9892438160093864
18/04/2005,0.9892384653278509
19/04/2005,0.9887249628762916
20/04/2005,0.9891263876397751
21/04/2005,0.9888623637437017
22/04/2005,0.9884390929728925
25/04/2005,0.9884245951885419
26/04/2005,0.9884520864672152
27/04/2005,0.9887052614299765
28/04/2005,0.9901916630447793
29/04/2005,0.9910916410029749
02/05/2005,0.9900072975309333
03/05/2005,0.9888810468816076
04/05/2005,0.9899276219429971
05/05/2005,0.9903944383122792
06/05/2005,0.9901539072617511
09/05/2005,0.9897753905856538
10/05/2005,0.9894160004073093
11/05/2005,0.9893396507569682
12/05/2005,0.9877018753723251
13/05/2005,0.9878822544863081
16/05/2005,0.9871576724078238
17/05/2005,0.9873310285184947
18/05/2005,0.987862493608981
19/05/2005,0.9885153668567651
20/05/2005,0.989312190363497
23/05/2005,0.98965416742929
24/05/2005,0.9898973768977208
25/05/2005,0.989265203638305
26/05/2005,0.9894150592155511
27/05/2005,0.9900561572626164
30/05/2005,0.9898355342749529
31/05/2005,0.9894219360422718
01/06/2005,0.9895924339321726
02/06/2005,0.99051588106436
03/06/2005,0.9890452544519642
06/06/2005,0.9887429688284576
07/06/2005,0.9897545452455074
08/06/2005,0.9899281462428245
09/06/2005,0.990239820240149
10/06/2005,0.9900360500659335
13/06/2005,0.9888599186168536
14/06/2005,0.9885599935772529
15/06/2005,0.9898785672117577
16/06/2005,0.9909199247545394
17/06/2005,0.9915269162280499
20/06/2005,0.9922546440006232
21/06/2005,0.9904512954038837
22/06/2005,0.9890269147011393
23/06/2005,0.989170644538554
24/06/2005,0.9893082613069254
27/06/2005,0.9888083922072594
28/06/2005,0.9902388224797597
29/06/2005,0.9906434923702443
30/06/2005,0.9904390434274009
01/07/2005,0.9902428838332316
04/07/2005,0.9881556610285382
05/07/2005,0.986677707992362
06/07/2005,0.9884620537089198
07/07/2005,0.9876988348194818
08/07/2005,0.9858514369764151
11/07/2005,0.9860968914307505
12/07/2005,0.9861401238321328
13/07/2005,0.986803708518131
14/07/2005,0.9871660861955855
15/07/2005,0.9885995323980533
18/07/2005,0.9881884027390236
19/07/2005,0.9883673561127637
20/07/2005,0.9890441418770611
21/07/2005,0.9886960886004648
22/07/2005,0.9890010100457199
25/07/2005,0.9887822007878392
26/07/2005,0.9892236889737289
27/07/2005,0.9893249655901192
28/07/2005,0.9892308061814125
29/07/2005,0.9896081793146604
01/08/2005,0.9898901082641199
02/08/2005,0.9888774464753383
03/08/2005,0.988394335669366
04/08/2005,0.9876727414222946
05/08/2005,0.9875996631890573
08/08/2005,0.9861179072943276
09/08/2005,0.9855399752675379
10/08/2005,0.9865317562753477
11/08/2005,0.9866727641305656
12/08/2005,0.9874592330154353
15/08/2005,0.9880856162020125
16/08/2005,0.987745541484899
17/08/2005,0.9878626482504708
18/08/2005,0.9891913641546429
19/08/2005,0.9896720051917955
22/08/2005,0.9894674509472158
23/08/2005,0.9883685686304102
24/08/2005,0.9878766438623752
25/08/2005,0.987886435146012
26/08/2005,0.990090887640717
29/08/2005,0.9949435486342634
30/08/2005,0.9951612778856623
31/08/2005,0.9955693809299536
01/09/2005,0.9924682925626406
02/09/2005,0.9967484072508466
05/09/2005,1.003115574121963
06/09/2005,1.0026055139560577
07/09/2005,0.99574405702436
08/09/2005,0.9966957496290441
09/09/2005,0.9944672879940959
12/09/2005,0.992988072127938
13/09/2005,0.995165687585054
14/09/2005,0.9958050246976148
15/09/2005,0.9976586947482898
16/09/2005,0.9990814564809717
19/09/2005,1.0019391771652046
20/09/2005,1.0010939733205615
21/09/2005,1.001250296105198
22/09/2005,1.0060664585016406
23/09/2005,1.005914494443636
26/09/2005,1.0049008710393235
27/09/2005,1.004551684408456
28/09/2005,1.0084126153327861
29/09/2005,1.0129516870077473
30/09/2005,1.0120888946779458
03/10/2005,1.014530778157966
04/10/2005,1.0148071329497705
05/10/2005,1.0181299149968546
06/10/2005,1.0203832322652164
07/10/2005,1.0266879775471245
10/10/2005,1.0204362696632285
11/10/2005,1.023888663965478
12/10/2005,1.0292335616518828
13/10/2005,1.0287215089359276
14/10/2005,1.0277863813976014
17/10/2005,1.025800684174588
18/10/2005,1.0274085774701653
19/10/2005,1.0291938216766825
20/10/2005,1.029720428190894
21/10/2005,1.0284394370232621
24/10/2005,1.0270671518207515
25/10/2005,1.0259095900131947
26/10/2005,1.0244951297584701
27/10/2005,1.023938287843658
28/10/2005,1.0219601068831832
31/10/2005,1.0212124224786452
01/11/2005,1.021529806040316
02/11/2005,1.019451023271582
03/11/2005,1.0176073722219205
04/11/2005,1.0164081690398667
07/11/2005,1.015398360699193
08/11/2005,1.0145398074853715
09/11/2005,1.0159431772381555
10/11/2005,1.016165245323083
11/11/2005,1.0158661197839174
14/11/2005,1.0183512041077376
15/11/2005,1.0196513751555614
16/11/2005,1.0195202892382011
17/11/2005,1.0212814803670613
18/11/2005,1.02538707450414
21/11/2005,1.0263189836760127
22/11/2005,1.0286029863702244
23/11/2005,1.0277987069036096
24/11/2005,1.0304835559105472
25/11/2005,1.0309218823353752
28/11/2005,1.0333468471692768
29/11/2005,1.0342207205200484
30/11/2005,1.0328437504599148
01/12/2005,1.0338536667116933
02/12/2005,1.032085625165536
05/12/2005,1.0330103190662128
06/12/2005,1.0332490533905603
07/12/2005,1.033080869177507
08/12/2005,1.0332815393809585
09/12/2005,1.0327290280200878
12/12/2005,1.0386281825700947
13/12/2005,1.0406484976576822
14/12/2005,1.0408631009327858
15/12/2005,1.0407615838504605
16/12/2005,1.0414162104672762
19/12/2005,1.0404494669289395
20/12/2005,1.0408966038847194
21/12/2005,1.040926570533975
22/12/2005,1.0351584910742053
23/12/2005,1.0335142145191405
26/12/2005,1.034168842009712
27/12/2005,1.036895117126102
28/12/2005,1.035725137906727
29/12/2005,1.0378416389484855
30/12/2005,1.038737425788094
02/01/2006,1.037381484838248
03/01/2006,1.0366615114633255
04/01/2006,1.0385183245452958
05/01/2006,1.0397830318305012
06/01/2006,1.0410358642028594
09/01/2006,1.0405137767530683
10/01/2006,1.0402049702317526
11/01/2006,1.0396231237003353
12/01/2006,1.039152764402609
13/01/2006,1.041797995475201
16/01/2006,1.0389636217214688
17/01/2006,1.0336465252439864
18/01/2006,1.0235725571686094
19/01/2006,1.014749900152612
20/01/2006,1.0144036880622382
23/01/2006,1.014597708699632
24/01/2006,1.0077558376747162
25/01/2006,1.0101655886851029
26/01/2006,1.003733609710845
27/01/2006,1.0016985812975887
30/01/2006,0.9976603159070428
31/01/2006,0.9997287992643812
01/02/2006,0.998097443748204
02/02/2006,0.9984888204726533
03/02/2006,0.9947737447387047
06/02/2006,0.9949144608211974
07/02/2006,0.9936960110563706
08/02/2006,0.9924352769678672
09/02/2006,0.9944878593010565
10/02/2006,0.9949457735790128
13/02/2006,0.9937500435154691
14/02/2006,0.9939093845770283
15/02/2006,0.993728963024688
16/02/2006,0.9925084053901287
17/02/2006,0.9922236384015665
20/02/2006,0.9924684471432659
21/02/2006,0.990342706247281
22/02/2006,0.9901017036045957
23/02/2006,0.9901551043235953
24/02/2006,0.9907234412428975
27/02/2006,0.9914490540614179
28/02/2006,0.9941633659356511
01/03/2006,0.9984430039273546
02/03/2006,1.0058584441729952
03/03/2006,1.0038788033163615
06/03/2006,1.0052559510079382
07/03/2006,1.005977557293232
08/03/2006,1.0075829681266528
09/03/2006,1.0036823977763156
10/03/2006,1.0027927479833398
13/03/2006,1.0070616959585394
14/03/2006,1.0048581341246172
15/03/2006,1.0025417512556327
16/03/2006,1.0000520444350025
17/03/2006,1.0005737969888973
20/03/2006,1.0063236798248292
21/03/2006,1.0056334398896556
22/03/2006,1.0039103381616943
23/03/2006,1.0076416733016234
24/03/2006,1.01282129531229
27/03/2006,1.0081270669152513
28/03/2006,1.0054752120527974
29/03/2006,0.99949021180311
30/03/2006,1.0081173119647642
31/03/2006,1.0099679254423741
03/04/2006,1.0101071318255372
04/04/2006,1.0097075158290847
05/04/2006,1.0126321749064922
06/04/2006,1.0096359424488255
07/04/2006,1.011295282412612
10/04/2006,0.9993332320357196
11/04/2006,1.0074248816514142
12/04/2006,1.0015899203877865
13/04/2006,1.0016433477030777
14/04/2006,1.0024305407212988
17/04/2006,0.9969668575498256
18/04/2006,0.9944291058821099
19/04/2006,0.9948648775278462
20/04/2006,0.9968902323205256
21/04/2006,0.9959983576137904
24/04/2006,0.99685514666125
25/04/2006,0.9970472431636263
26/04/2006,0.9967855294328001
27/04/2006,0.9986270643614341
28/04/2006,0.9962021935543549
01/05/2006,0.9956618244866723
02/05/2006,0.9930012963769358
03/05/2006,0.9941487970323037
04/05/2006,0.9911984669414097
05/05/2006,0.9905450092089945
08/05/2006,0.9907158944446136
09/05/2006,0.9888904162941458
10/05/2006,0.9899921425107862
11/05/2006,0.9899399935594563
12/05/2006,0.9898488331922938
15/05/2006,0.9885752531431784
16/05/2006,0.9882699260314454
17/05/2006,0.9850842528849869
18/05/2006,0.9857425735763868
19/05/2006,0.9863830584081366
22/05/2006,0.988901916340512
23/05/2006,0.9880908085678919
24/05/2006,0.9909170560045223
25/05/2006,0.9910572577758517
26/05/2006,0.9932617318499406
29/05/2006,0.9975931680218749
30/05/2006,1.0018557835060493
31/05/2006,0.9991863118017391
01/06/2006,0.9956624375264694
02/06/2006,0.9934094766632442
05/06/2006,0.9888361772146433
06/06/2006,0.9896391595492675
07/06/2006,0.9920528095876199
08/06/2006,0.9931334352448675
09/06/2006,0.9910591667399911
12/06/2006,0.991298305204812
13/06/2006,0.9905792220175523
14/06/2006,0.9920308793823672
15/06/2006,0.9930990063315763
16/06/2006,0.9934221208548683
19/06/2006,0.9924717036336875
20/06/2006,0.9925200668302729
21/06/2006,0.9920351166928476
22/06/2006,0.9906635871172162
23/06/2006,0.9922625884016076
26/06/2006,0.9932520411025941
27/06/2006,0.9941329939117645
28/06/2006,0.9937340330437886
29/06/2006,0.9946193432086862
30/06/2006,0.9932546241990535
03/07/2006,0.9931936255424245
04/07/2006,0.9930322653919895
05/07/2006,0.9934024289841968
06/07/2006,0.9920899116038916
07/07/2006,0.9891537587290139
10/07/2006,0.9882845567069127
11/07/2006,0.988739243405102
12/07/2006,0.9894717061495499
13/07/2006,0.9907467132297619
14/07/2006,0.9918260316007236
17/07/2006,0.9920687494747861
18/07/2006,0.9918724381827755
19/07/2006,0.9926262311445313
20/07/2006,0.9918827570056286
21/07/2006,0.9928535790742287
24/07/2006,0.9925975124763528
25/07/2006,0.9922918132234817
26/07/2006,0.9921976390615521
27/07/2006,0.9933187161493492
28/07/2006,0.993152731597961
31/07/2006,0.992982363360809
01/08/2006,0.9931323946285404
02/08/2006,0.9936023509458599
03/08/2006,0.9932857590458064
04/08/2006,0.9930548611600373
07/08/2006,0.9925874770122772
08/08/2006,0.9900830835518191
09/08/2006,0.9909907065198906
10/08/2006,0.991289852252252
11/08/2006,0.9912022084881594
14/08/2006,0.9916085387746032
15/08/2006,0.9917905885107351
16/08/2006,0.9911046361886788
17/08/2006,0.9914334859486987
18/08/2006,0.992406027170947
21/08/2006,0.9944663445806456
22/08/2006,0.9958198695370174
23/08/2006,0.9965021254005231
24/08/2006,0.9969935704809272
25/08/2006,0.9983070225307032
28/08/2006,0.9993313272202989
29/08/2006,1.0018531351565454
30/08/2006,1.0021187123050048
31/08/2006,0.9993569689260929
01/09/2006,1.000730996807398
04/09/2006,1.000778450000939
05/09/2006,1.0011426649159398
06/09/2006,1.0015326843949623
07/09/2006,1.0013562549214594
08/09/2006,1.0015337083707492
11/09/2006,1.0039054316970835
12/09/2006,1.004229437455132
13/09/2006,1.0051822875929877
14/09/2006,1.0066926015368636
15/09/2006,1.0043333970796444
18/09/2006,1.0036374592749193
19/09/2006,1.0039139901075718
20/09/2006,1.004429400716502
21/09/2006,1.0058909584507902
22/09/2006,1.0076908999460439
25/09/2006,1.007178788956636
26/09/2006,1.006625151126381
27/09/2006,1.0079870658440657
28/09/2006,1.0093658589424115
29/09/2006,1.0087513271576198
02/10/2006,1.0085540842630492
03/10/2006,1.0077150972606679
04/10/2006,1.0084125226447156
05/10/2006,1.00751938011691
06/10/2006,1.0075181916189542
09/10/2006,1.0066001156863662
10/10/2006,1.0059339154203102
11/10/2006,1.0062364747625647
12/10/2006,1.0072633841380125
13/10/2006,1.0084562737898612
16/10/2006,1.0085651825984663
17/10/2006,1.0082719754905607
18/10/2006,1.0079935486431812
19/10/2006,1.0075746244949855
20/10/2006,1.0054791946362789
23/10/2006,1.00125662996835
24/10/2006,1.001819474224488
25/10/2006,1.0032902354288311
26/10/2006,1.0042849346580438
27/10/2006,1.0019161688148002
30/10/2006,0.9994923734316111
31/10/2006,1.000259412180586
01/11/2006,1.00079613706658
02/11/2006,0.9999158643915569
03/11/2006,1.0019349970343148
06/11/2006,1.001416554444264
07/11/2006,1.0011651731432094
08/11/2006,1.001628287129416
09/11/2006,1.0033646661964355
10/11/2006,1.0046827448102498
13/11/2006,1.0049048502502609
14/11/2006,1.0044765850188426
15/11/2006,1.0056634209440385
16/11/2006,1.0041018090395781
17/11/2006,1.0044100385020924
20/11/2006,1.0040758376011503
21/11/2006,1.0056769117975455
22/11/2006,1.0071781836328537
23/11/2006,1.0062238858173285
24/11/2006,1.0062019780614926
27/11/2006,1.0048690935042979
28/11/2006,1.0035245405821178
29/11/2006,1.004261816180318
30/11/2006,1.004305322055037
01/12/2006,1.001375029040555
04/12/2006,1.0005746620232843
05/12/2006,1.0001867170323429
06/12/2006,1.0010838145380239
07/12/2006,1.000718323374581
08/12/2006,1.0023432815901359
11/12/2006,1.000823449949539
12/12/2006,1.002751805911783
13/12/2006,1.0027086837778267
14/12/2006,1.0022466462228825
15/12/2006,1.0012006208997961
18/12/2006,1.0012104793788843
19/12/2006,1.0012541696583166
20/12/2006,1.000330209750041
21/12/2006,0.9997603003314485
22/12/2006,1.0003418168396534
25/12/2006,1.0010933868290748
26/12/2006,1.0008487548301355
27/12/2006,0.9995792487745986
28/12/2006,0.9989790466593894
29/12/2006,0.9990263364821954
01/01/2007,0.9982730018726902
02/01/2007,0.9965908802610725
03/01/2007,0.9968154632346871
04/01/2007,0.9977394116495912
05/01/2007,0.9983962194184108
08/01/2007,0.998897030121273
09/01/2007,0.9990482555573957
10/01/2007,0.999666193528047
11/01/2007,1.0008782756749368
12/01/2007,1.0005956905353623
15/01/2007,1.000883645096845
16/01/2007,0.998999362465403
17/01/2007,0.9977487589917453
18/01/2007,0.9967249018992321
19/01/2007,0.9970223624488194
22/01/2007,0.9969596691507621
23/01/2007,0.9980343115647698
24/01/2007,0.9996121178221858
25/01/2007,0.9991623010501015
26/01/2007,0.9991546379575602
29/01/2007,0.9987978005029012
30/01/2007,0.999422010610628
31/01/2007,0.9990765736982006
01/02/2007,0.9990127368294872
02/02/2007,0.9984709414104966
05/02/2007,0.9993078526658564
06/02/2007,0.999860241822212
07/02/2007,0.9997655616924944
08/02/2007,1.000018905949379
09/02/2007,1.002024510541745
12/02/2007,1.0030228466893225
13/02/2007,1.0026961466101476
14/02/2007,1.0015314792299315
15/02/2007,1.0013806992355172
16/02/2007,1.0008074620436378
19/02/2007,1.0006359216247374
20/02/2007,1.0005336341480056
21/02/2007,1.0009850701764964
22/02/2007,1.0006143754537402
23/02/2007,1.0014770033927598
26/02/2007,1.0016904800305932
27/02/2007,1.0028123069041157
28/02/2007,1.0036467490264673
01/03/2007,1.0043204973257729
02/03/2007,1.0044593698058508
05/03/2007,1.0048017252727186
06/03/2007,1.0045381748041968
07/03/2007,1.0046542979699915
08/03/2007,1.0049826559247297
09/03/2007,1.0046021997983752
12/03/2007,1.0052419425934964
13/03/2007,1.0055622302536105
14/03/2007,1.0054333531141557
15/03/2007,1.0061562576877903
16/03/2007,1.0060221333507962
19/03/2007,1.0052345853100415
20/03/2007,1.0039924541718963
21/03/2007,1.0033916747709468
22/03/2007,1.0036107365115001
23/03/2007,1.0033244383277002
26/03/2007,1.0027544920767169
27/03/2007,1.0029588257958537
28/03/2007,1.00502981063654
