,Tipo_Cambio_Proyectado
2025-05-04,3.7484696791751775
2025-05-05,3.7484696791751775
2025-05-06,3.7484696791751775
2025-05-07,3.7484696791751775
2025-05-08,3.7484696791751775
2025-05-09,3.7484696791751775
2025-05-10,3.7484696791751775
2025-05-11,3.7484696791751775
2025-05-12,3.7484696791751775
2025-05-13,3.7484696791751775
2025-05-14,3.7484696791751775
2025-05-15,3.7484696791751775
2025-05-16,3.7484696791751775
2025-05-17,3.7484696791751775
2025-05-18,3.7484696791751775
2025-05-19,3.7484696791751775
2025-05-20,3.7484696791751775
2025-05-21,3.7484696791751775
2025-05-22,3.7484696791751775
2025-05-23,3.7484696791751775
2025-05-24,3.7484696791751775
2025-05-25,3.7484696791751775
2025-05-26,3.7484696791751775
2025-05-27,3.7484696791751775
2025-05-28,3.7484696791751775
2025-05-29,3.7484696791751775
2025-05-30,3.7484696791751775
2025-05-31,3.7484696791751775
2025-06-01,3.7484696791751775
2025-06-02,3.7484696791751775
2025-06-03,3.7484696791751775
2025-06-04,3.7484696791751775
